CENTRO,AÑO,MES,INCIDENTE_POLICIAL,INCIDENTE_TRÁNSITO,INCIDENTE_SALUD,INCIDENTE_SERVICIOS_MUNICIPALES,INCIDENTE_BOMBEROS,INCIDENTE_GESTIÓN_DE_RIESGO,INCIDENTE_MILITAR,TOTAL_DE_INCIDENTES_RECEPTADOS,INCIDENTE_CLAVES_ROJAS,DE_LLAMADAS_MALINTENCIONADAS_O_INDEBIDAS,CANTIDAD_DE_TELEFONOS_ENVIADOS_A_SANCIÓN,DE_LLAMADAS_GENERADAS_POR_LOS_TELEFONOS_SANCIONADOS,DE_LLAMADAS_NORMALES,TOTAL_DE_LLAMADAS_RECIBIDAS
LOJA,2015,AGOSTO, 4.306 , 960 , 1.637 , 363 , 333 , 18 , 366 , 7.983 , 3.963 , 25.543 ,,, 9.202 , 66.722 
LOJA,2015,SEPTIEMBRE, 4.111 , 888 , 1.502 , 260 , 435 , 9 , 300 , 7.505 , 3.800 , 24.659 ,,, 8.684 , 56.141 
LOJA,2015,OCTUBRE, 4.797 , 913 , 1.559 , 266 , 342 , 20 , 336 , 8.233 , 4.142 , 21.086 ,,, 9.337 , 54.128 
LOJA,2015,NOVIEMBRE, 4.673 , 924 , 1.566 , 213 , 369 , 10 , 246 , 8.001 , 4.190 , 17.798 ,,, 8.993 , 51.375 
LOJA,2015,DICIEMBRE, 4.867 , 994 , 1.674 , 205 , 311 , 13 , 275 , 8.339 , 4.435 , 20.918 ,,, 9.194 , 54.776 
LOJA,2016,ENERO, 4.379 , 825 , 1.713 , 232 , 305 , 16 , 215 , 7.685 , 4.595 , 21.065 ,,, 8.435 , 55.154 
LOJA,2016,FEBRERO, 3.810 , 859 , 1.713 , 187 , 164 , 10 , 216 , 6.959 , 3.760 , 19.666 ,,, 7.586 , 50.251  
MACAS,2014,JULIO, 1.509 , 150 , 489 , 0   , 38 , 4 , 42 , 2.232 , 898 , 6.453 ,,, 2.586 , 13.634 
MACAS,2014,AGOSTO, 1.606 , 175 , 491 , 2 , 57 , 2 , 60 , 2.393 , 959 , 6.979 ,,, 2.671 , 14.238 
MACAS,2014,SEPTIEMBRE, 1.455 , 151 , 519 , 0   , 58 , 4 , 45 , 2.232 , 948 , 6.208 ,,, 2.352 , 12.429 
MACAS,2014,OCTUBRE, 1.292 , 169 , 522 , 4 , 33 ,, 39 , 2.059 , 892 , 5.261 ,,, 2.318 , 10.798 
MACAS,2014,NOVIEMBRE, 1.471 , 134 , 590 , 33 , 33 , 0   , 18 , 2.279 , 1.000 , 5.883 ,,, 2.551 , 12.821 
MACAS,2014,DICIEMBRE, 1.776 , 187 , 542 , 11 , 35 ,, 21 , 2.572 , 1.014 , 5.438 ,,, 2.949 , 12.760  
MACAS,2015,ENERO, 1.602 , 212 , 726 , 1 , 43 ,, 33 , 2.617 , 1.307 , 6.319 ,,, 2.771 , 12.311 
MACAS,2015,FEBRERO, 1.430 , 246 , 558 , 40 , 54 , 1 , 25 , 2.354 , 1.339 , 5.579 ,,, 2.454 , 11.553 
MACAS,2015,MARZO, 1.519 , 266 , 733 , 68 , 52 ,, 55 , 2.693 , 1.453 , 6.378 ,,, 2.743 , 10.846 
MACAS,2015,ABRIL, 1.494 , 326 , 685 , 66 , 111 ,, 19 , 2.701 , 1.470 , 6.348 ,,, 2.770 , 14.370 
MACAS,2015,MAYO, 1.694 , 329 , 681 , 86 , 50 ,, 38 , 2.878 , 1.471 , 5.758 ,,, 2.770 , 13.349 
MACAS,2015,JUNIO, 1.491 , 287 , 634 , 40 , 71 , 0   , 51 , 2.574 , 1.351 , 5.373 ,,, 2.700 , 15.626 
MACAS,2015,JULIO, 1.561 , 263 , 646 , 57 , 41 ,, 51 , 2.619 , 1.350 , 4.788 ,,, 2.619 , 16.231 
MACAS,2015,AGOSTO, 1.598 , 197 , 683 , 55 , 38 ,, 36 , 2.607 , 1.425 , 4.568 ,,, 2.784 , 19.097 
MACAS,2015,SEPTIEMBRE, 1.505 , 207 , 644 , 37 , 66 ,, 46 , 2.505 , 1.357 , 4.620 ,,, 2.654 , 14.325 
MACAS,2015,OCTUBRE, 1.509 , 228 , 701 , 34 , 46 ,, 16 , 2.534 , 1.453 , 4.304 ,,, 2.715 , 12.849 
MACAS,2015,NOVIEMBRE, 1.515 , 206 , 715 , 23 , 34 ,, 21 , 2.514 , 1.507 , 4.891 ,,, 2.751 , 13.454 
MACAS,2015,DICIEMBRE, 1.807 , 246 , 708 , 24 , 34 ,, 31 , 2.850 , 1.604 , 5.585 ,,, 2.990 , 14.544  
MACAS,2016,ENERO, 1.689 , 168 , 808 , 29 , 50 ,, 29 , 2.773 , 1.694 , 21.065 ,,, 8.435 , 55.154 
MACAS,2016,FEBRERO, 1.527 , 224 , 756 , 18 , 37 , 14 , 65 , 2.641 , 1.460 , 5.221 ,,, 2.759 , 13.546  
NUEVA LOJA,2014,SEPTIEMBRE, 2.019 , 0   , 361 , 31 , 54 , 4 , 81 , 2.550 , 807 , 15.378 ,,, 3.129 , 22.494 
NUEVA LOJA,2014,OCTUBRE, 2.065 , 9 , 318 , 47 , 26 , 3 , 243 , 2.711 , 1.022 , 15.996 ,,, 2.968 , 23.529 
NUEVA LOJA,2014,NOVIEMBRE, 2.260 , 87 , 453 , 61 , 21 , 1 , 329 , 3.212 , 1.071 , 15.664 ,,, 3.261 , 23.395 
NUEVA LOJA,2014,DICIEMBRE, 2.104 , 165 , 450 , 58 , 59 , 3 , 450 , 3.289 , 1.288 , 17.013 ,,, 3.770 , 26.541  
NUEVA LOJA,2015,ENERO, 1.855 , 112 , 391 , 36 , 29 , 3 , 290 , 2.716 , 1.167 , 17.253 ,,, 3.063 , 24.804 
NUEVA LOJA,2015,FEBRERO, 1.905 , 115 , 380 , 41 , 40 , 5 , 301 , 2.787 , 1.419 , 15.799 ,,, 3.171 , 24.141 
NUEVA LOJA,2015,MARZO, 2.085 , 129 , 361 , 35 , 35 , 5 , 370 , 3.020 , 1.502 , 17.050 ,,, 3.469 , 26.410 
NUEVA LOJA,2015,ABRIL, 2.161 , 492 , 492 , 54 , 27 , 6 , 333 , 3.565 , 1.480 , 16.086 ,,, 3.343 , 25.498 
NUEVA LOJA,2015,MAYO, 2.175 , 266 , 536 , 52 , 37 , 1 , 365 , 3.432 , 1.468 , 15.331 ,,, 3.432 , 25.090 
NUEVA LOJA,2015,JUNIO, 1.950 , 243 , 535 , 68 , 27 , 8 , 470 , 3.301 , 1.338 , 14.688 ,,, 3.302 , 25.368 
NUEVA LOJA,2015,JULIO, 2.026 , 270 , 491 , 41 , 32 , 10 , 497 , 3.367 , 1.434 , 5.854 ,,, 3.367 , 29.058 
NUEVA LOJA,2015,AGOSTO, 2.080 , 257 , 557 , 67 , 32 , 5 , 483 , 3.481 , 1.524 , 1.913 ,,, 3.644 , 25.951 
NUEVA LOJA,2015,SEPTIEMBRE, 2.006 , 263 , 499 , 109 , 73 , 19 , 427 , 3.396 , 1.420 , 1.238 ,,, 3.586 , 22.228 
NUEVA LOJA,2015,OCTUBRE, 2.267 , 275 , 563 , 65 , 47 , 6 , 524 , 3.747 , 1.570 , 11.801 ,,, 3.949 , 22.458 
NUEVA LOJA,2015,NOVIEMBRE, 2.047 , 243 , 552 , 71 , 68 , 7 , 443 , 3.431 , 1.566 , 11.416 ,,, 3.618 , 21.692 
NUEVA LOJA,2015,DICIEMBRE, 2.228 , 275 , 578 , 48 , 31 , 2 , 414 , 3.576 , 1.548 , 10.354 ,,, 3.756 , 20.777  
NUEVA LOJA,2016,ENERO, 2.124 , 250 , 675 , 35 , 81 , 2 , 417 , 3.584 , 1.898 , 9.994 ,,, 3.780 , 20.517 
NUEVA LOJA,2016,FEBRERO, 1.808 , 214 , 584 , 23 , 50 , 1 , 438 , 3.118 , 1.350 , 9.251 ,,, 3.302 , 18.846  
TULCÁN,2014,SEPTIEMBRE, 1.174 , 142 , 231 , 56 , 201 , 0   , 30 , 1.834 , 842 , 10.084 ,,, 2.056 , 20.836 
TULCÁN,2014,OCTUBRE, 988 , 120 , 207 , 82 , 113 , 0   , 9 , 1.519 , 597 , 10.485 ,,, 1.639 , 21.250 
TULCÁN,2014,NOVIEMBRE, 2.324 , 200 , 661 , 167 , 151 , 2 , 58 , 3.563 , 1.637 , 10.246 ,,, 3.936 , 20.845 
TULCÁN,2014,DICIEMBRE, 2.455 , 237 , 702 , 159 , 143 , 6 , 59 , 3.761 , 1.711 , 12.333 ,,, 4.099 , 22.337 
TULCÁN,2015,ENERO, 2.142 , 232 , 690 , 104 , 97 , 0   , 106 , 3.371 , 1.443 , 11.044 ,,, 3.714 , 20.300 
TULCÁN,2015,FEBRERO, 1.886 , 245 , 636 , 117 , 133 , 1 , 58 , 3.076 , 1.309 , 11.677 ,,, 3.397 , 20.307 
TULCÁN,2015,MARZO, 2.196 , 265 , 666 , 156 , 162 , 1 , 99 , 3.545 , 1.387 , 11.455 ,,, 3.881 , 21.163 
TULCÁN,2015,ABRIL, 2.355 , 254 , 656 , 133 , 153 , 7 , 53 , 3.611 , 1.301 , 11.168 ,,, 3.928 , 20.769 
TULCÁN,2015,MAYO, 2.447 , 221 , 725 , 117 , 175 , 1 , 62 , 3.748 , 1.402 , 11.249 ,,, 4.395 , 21.655 
TULCÁN,2015,JUNIO, 1.722 , 230 , 715 ,, 108 ,,, 2.775 , 1.217 , 10.533 ,,, 3.744 , 19.931 
TULCÁN,2015,JULIO, 1.741 , 199 , 749 , 94 , 184 ,, 96 , 3.063 , 1.202 , 12.294 ,,, 3.063 , 21.701 
TULCÁN,2015,AGOSTO, 1.739 , 218 , 698 , 112 , 259 , 2 , 66 , 3.094 , 1.263 , 11.081 ,,, 3.250 , 20.588 
TULCÁN,2015,SEPTIEMBRE, 1.635 , 237 , 657 , 150 , 415 , 3 , 168 , 3.265 , 1.390 , 10.206 ,,, 3.475 , 20.984 
TULCÁN,2015,OCTUBRE, 1.766 , 213 , 662 , 140 , 207 , 1 , 167 , 3.156 , 1.164 , 9.313 ,,, 3.344 , 19.843 
TULCÁN,2015,NOVIEMBRE, 1.729 , 196 , 706 , 139 , 163 , 4 , 125 , 3.062 , 1.169 , 9.030 ,,, 3.224 , 18.135 
TULCÁN,2015,DICIEMBRE, 1.722 , 222 , 716 , 97 , 178 , 1 , 143 , 3.079 , 1.251 , 8.941 ,,, 3.215 , 18.704  
TULCÁN,2016,ENERO, 1.684 , 184 , 798 , 114 , 183 , 6 , 169 , 3.138 , 1.375 , 9.388 ,,, 3.298 , 19.175 
TULCÁN,2016,FEBRERO, 1.466 , 162 , 626 , 93 , 134 , 1 , 149 , 2.631 , 1.093 , 8.313 ,,, 2.741 , 16.684  
SAN CRISTÓBAL,2015,AGOSTO, 314 , 4 , 130 , 17 , 15 ,, 5 , 485 , 271 , 959 ,,, 578 , 2.419 
SAN CRISTÓBAL,2015,SEPTIEMBRE, 239 , 9 , 182 , 12 , 16 ,, 7 , 465 , 253 , 846 ,,, 502 , 2.227 
SAN CRISTÓBAL,2015,OCTUBRE, 295 , 8 , 49 , 38 , 8 ,, 6 , 404 , 183 , 828 ,,, 404 , 2.217 
SAN CRISTÓBAL,2015,NOVIEMBRE, 338 , 6 , 94 , 29 , 11 ,, 11 , 489 , 269 , 714 ,,, 546 , 2.218 
SAN CRISTÓBAL,2015,DICIEMBRE, 414 , 10 , 103 , 41 , 9 ,, 2 , 579 , 270 , 782 ,,, 662 , 2.641 
SAN CRISTÓBAL,2016,ENERO, 412 , 13 , 103 , 44 , 5 , 5 , 5 , 587 , 347 , 797 ,,, 640 , 2.380 
SAN CRISTÓBAL,2016,FEBRERO, 366 , 29 , 86 , 40 , 10 ,, 16 , 547 , 281 , 689 ,,, 614 , 2.168 

